4, 9, -34, 10, -9, 12, -30, 14, 12, -28, 13, -28, -7, -53, 9, -1, 13, 14, -12, 7, 7, -31, -53, 11, 1, 12, 8, -53, -30, 10, -47, 8, 8, -24, -53, 13, -25, 8, -13, 14, -11, 13, 9, 10, -12, -53, 8, -6, 13, -24, -11, -6, 0, 14, -53, 14, 12, -53, 9, 5, -20, 12, 13, -5, 4, 9, -16, 11, -9, 12, -53, 11, -11, -29, 13, 0, 0, -53, 9, -1, 13, 13, -10, 7, 7, -25, -53, 11, 11, 12, 8, 7, -53, 10, -53, -24, 8, 14, -53, -9, -25, 10, -6, 14, -11, 0, 9, 13, -53, 14, 8, -38, 13, -25, -53, 4, 3, 10, -53, 10, 12, 14, 9, 5, -20, 12, 13, -5, 4, 10, -15, -36, -32, 14, -34, 5, -3, -29, 13, 0, -7, -53, 9, -3, 11, 14, -12, 5, 0, -31, -15, -5, 11, 12, 8, 14, -43, 10, -47, 9, 8, 14, -8, -43, -25, 14, 1, 14, -1, -5, 9, 
-53, 14
